ID,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,long,sqft_living15,sqft_lot15
375000165,20140723T000000,"3,990,000.00",4,3,2290,2350,2,0,1,3,9,1610,680,1924,2011,683520,76.25515,1610,3820
384000135,20140624T000000,"3,998,000.00",3,2,1300,14350,1,0,0,3,7,1300,0,1955,2013,683513,76.2376,1520,10670
418000145,20150428T000000,"3,998,000.00",2,1,740,5200,1,0,0,4,5,740,0,1952,0,682020,76.34293692,750,5200
418000330,20140808T000000,"3,998,000.00",2,1,700,5200,1,0,0,5,5,700,0,1952,0,682020,76.32024498,970,5200
421000430,20150331T000000,"3,999,000.00",3,1,960,5512,1,0,0,4,6,960,0,1963,0,682030,76.35085,1090,5837
421049114,20141009T000000,"3,999,000.00",3,1,910,11117,1,0,0,3,7,910,0,1955,0,683581,76.5521,1490,8416
422049178,20150212T000000,"3,999,000.00",3,1,1420,9600,1,0,0,4,6,1420,0,1954,0,686681,76.4728,1400,8415
423000035,20141124T000000,"3,999,000.00",3,1,960,6500,1,0,0,4,5,960,0,1954,0,682030,76.35457,1150,6500
423059369,20140604T000000,"3,999,000.00",4,2.5,2150,7303,2,0,0,3,8,2150,0,2005,0,686681,76.7165,1940,9569
424069018,20140905T000000,"3,999,000.00",3,3.75,3710,34412,2,0,0,3,10,2910,800,1978,0,682026,76.2862,2390,34412
424069112,20140616T000000,"3,999,000.00",4,2.75,2800,19168,2,0,0,3,10,2800,0,1992,0,682026,76.2918,2010,16020
424069279,20150328T000000,"3,999,000.00",6,6.5,6260,10955,2,0,0,3,11,4840,1420,2007,0,682027,76.2791,2710,12550
425069020,20140505T000000,"3,999,000.00",4,2.5,4340,141570,2.5,0,0,3,11,4340,0,1992,0,682008,76.2744,2720,97138
439000090,20150323T000000,"3,999,000.00",4,2.25,1950,6000,1,0,0,3,7,1350,600,1961,0,683514,76.2074,1980,6000
452001280,20140703T000000,"3,999,000.00",3,1,1240,5000,1.5,0,0,5,7,1240,0,1909,0,683514,76.1876,1240,4900
452002135,20150422T000000,"3,999,000.00",4,2.5,2740,5000,2,0,0,3,9,2740,0,2012,0,682021,76.4120 ,1660,5000
461004720,20150422T000000,"3,999,000.00",3,2,1380,5000,1.5,0,0,4,7,1380,0,1917,0,683514,76.1876,1350,5000
472000895,20140922T000000,"3,999,000.00",4,2.75,4510,5000,2.5,0,2,3,8,3270,1240,1941,2000,682504,76.2538,2010,5000
486000510,20140523T000000,"3,999,760.00",4,3,3370,7920,1,0,3,3,10,1860,1510,1988,0,682016,76.2854,2730,7380
486000520,20140606T000000,"3,999,800.00",2,2.25,2460,16940,1.5,0,4,4,9,1930,530,1936,0,682502,76.2085,2260,6851
486000597,20140811T000000,"4,254,000.00",3,2.25,2930,7005,3,0,2,3,9,2670,260,1999,0,682039,76.3164,2450,6460
518500460,20141008T000000,"4,260,000.00",3,3.5,3760,5634,2,1,4,3,11,2830,930,2014,0,683101,76.3592,3560,5762
518500480,20140811T000000,"4,260,000.00",3,3.5,4410,10756,2,1,4,3,11,3430,980,2014,0,682019,76.3136,3550,5634
522059013,20140612T000000,"4,260,000.00",2,1,820,10450,1,0,0,4,7,820,0,1965,0,683572,76.4083,1240,11200
524059063,20140506T000000,"4,260,000.00",5,5,4490,10279,2,0,0,3,10,3930,560,2013,0,682002,76.251776,2490,10279
524059148,20140606T000000,"4,260,000.00",4,3.5,4280,9583,2,0,0,3,11,4280,0,2005,0,682024,76.3121,2360,10031
524059250,20140922T000000,"4,268,000.00",4,2.5,3450,17400,1.5,0,0,4,9,2180,1270,1964,0,682502,76.2085,3770,19530
524059322,20150226T000000,"4,268,000.00",3,2.5,2100,4097,2,0,0,3,9,2100,0,2008,0,682306,76.3347,1780,4764
524059323,20150219T000000,"4,270,000.00",3,2.5,2100,4097,2,0,0,3,9,2100,0,2008,0,683520,76.25515,1820,4764
524059330,20150130T000000,"4,270,000.00",4,3.5,3830,8963,2,0,0,3,10,3120,710,2014,0,682005,76.25748537,2190,10777
524069019,20141120T000000,"4,270,000.00",4,3.25,4400,262666,2,0,0,3,11,4400,0,1988,0,682029,76.2688,3240,9791
524069020,20150422T000000,"4,271,000.00",4,4,4550,54013,1,0,1,4,9,2300,2250,1989,0,682039,76.3173,3540,39634
525069127,20140523T000000,"4,273,500.00",4,3.5,4740,172497,2,0,0,3,11,4740,0,2003,0,682023,76.269,2120,49658
534000112,20150203T000000,"4,276,000.00",2,2.5,1270,1242,3,0,0,3,7,1270,0,2008,0,683561,76.3945,1280,1199
540100057,20150428T000000,"4,279,000.00",4,3.75,3250,10949,2,0,0,4,9,2940,310,1930,1989,682023,76.29140118,2340,15234
567000755,20141205T000000,"4,280,000.00",2,3,1790,1709,2,0,0,3,7,1400,390,2001,0,683513,76.2406,1460,1462
569000050,20140703T000000,"4,280,000.00",4,2.5,2230,8624,1,0,0,4,8,1430,800,1969,0,683579,76.3344,1970,8402
573000490,20141124T000000,"4,500,000.00",3,2.25,1970,4564,1,0,0,3,8,1470,500,1959,0,683519,76.2422,1980,5000
582000135,20140622T000000,"4,500,000.00",2,1.75,1330,6000,1,0,0,4,7,960,370,1914,1945,683579,76.3344,1620,6000
617000030,20141223T000000,"4,500,000.00",3,3,4230,54977,2,0,3,3,9,3780,450,1951,2000,683516,76.2101,2880,27201
622049114,20150218T000000,"4,500,000.00",3,2.5,5403,24069,2,1,4,4,12,5403,0,1976,0,682005,76.2637,3980,104374
622069006,20140820T000000,"4,500,000.00",4,5.5,6550,217374,1,0,0,3,11,5400,1150,2006,0,682035,76.285623,4110,50378
622069123,20140819T000000,"4,500,000.00",3,2,1700,52826,1,0,0,3,7,1700,0,1991,0,683522,76.1916,2480,114728
623049273,20141121T000000,"4,500,000.00",3,1.75,1550,9060,2,0,0,3,7,1550,0,1948,1979,682030,76.35987,1080,7620
623059016,20140717T000000,"4,500,000.00",4,3.25,3190,11774,2,1,4,3,8,2610,580,1956,1991,682507,76.2521,2240,8725
624069035,20141209T000000,"4,500,000.00",4,4,4130,5575,2,1,4,4,10,2860,1270,1993,0,682016,76.2917,2980,5575
624069050,20150407T000000,"4,500,000.00",4,3.5,5370,323215,2,0,0,3,10,5370,0,2002,0,682035,76.2802,3780,9891
624069108,20140812T000000,"4,500,000.00",4,3.25,7000,28206,1,1,4,4,12,3500,3500,1991,0,682030,76.3567,4913,14663
624110110,20150222T000000,"4,500,000.00",5,4.5,4820,13165,2,0,0,4,11,3950,870,1990,0,682021,76.3413,3880,13810
624110540,20141205T000000,"4,500,000.00",4,3.25,4060,20822,2,0,0,3,10,4060,0,1991,0,682027,76.2489,4170,23958
624110610,20140515T000000,"4,500,000.00",4,3.25,3740,12080,1,0,0,3,10,2000,1740,1988,0,682008,76.2806,4210,15277
624110810,20150325T000000,"4,500,000.00",3,3.25,3730,13264,2,0,0,3,9,3730,0,1989,0,682021,76.3917,3730,14933
624110860,20150427T000000,"4,500,000.00",4,3.5,3760,20609,2,0,0,3,11,3760,0,1990,0,682029,76.2686,3360,15761
625059036,20140813T000000,"4,500,000.00",5,4,4230,27295,2,1,4,3,8,3230,1000,1949,1985,682016,76.2938,2660,27295
625059051,20140903T000000,"4,500,000.00",4,2.25,4370,22863,2.5,0,3,4,10,3670,700,1907,1994,682011,76.2856,2980,22863
626059317,20141120T000000,"4,500,000.00",3,1.75,1430,10574,2,0,0,3,7,1430,0,1981,0,682001,76.248792,1900,10450
627300145,20140814T000000,"4,500,000.00",10,5.25,4590,10920,1,0,2,3,9,2500,2090,2008,0,682003,76.2702,2730,10400
629000510,20140730T000000,"4,825,000.00",4,2.75,3020,8622,2,0,0,3,9,3020,0,1976,2003,682027,76.2643,3060,14303
629000605,20150227T000000,"4,828,000.00",3,2.5,2910,10044,2,0,0,4,10,2910,0,1989,0,682037,76.3382,2420,12287
629000615,20141022T000000,"4,829,000.00",4,3.25,3070,10375,2,0,0,3,10,2180,890,1962,2005,682035,76.285659,2500,11194
629000704,20140729T000000,"4,830,000.00",4,2,1780,15648,1.5,0,0,5,8,1780,0,1918,0,682306,76.3360 ,2320,14963
629800380,20141013T000000,"4,830,000.00",4,3.5,4360,24603,2,0,0,3,12,4360,0,1998,0,682034,76.2875,4770,27521
629800520,20140903T000000,"4,830,000.00",4,3.25,4330,26162,2,0,0,3,11,4330,0,1997,0,682023,76.3173,5110,26319
629800540,20140909T000000,"4,840,000.00",4,4.25,5020,26319,2,0,0,3,12,5020,0,1998,0,682035,76.28638046,4930,26319
629800660,20140909T000000,"4,840,000.00",4,4.75,4790,25412,2,0,0,3,12,4790,0,1999,0,682025,76.2939192,3830,16314
629860010,20150429T000000,"4,840,000.00",4,3.5,4640,9827,2,0,2,3,10,3210,1430,2007,0,682016,76.2931,3810,8207
632000065,20140611T000000,"4,840,000.00",3,2.5,2880,13500,1,0,4,5,8,1520,1360,1950,0,682505,76.2232,3710,20486
635000009,20141112T000000,"4,840,000.00",2,2.5,2350,2390,3,0,2,3,10,2000,350,2007,0,682504,76.2554,1950,2390
644000040,20150429T000000,"4,840,000.00",4,3.25,3950,10912,2,0,0,3,10,3950,0,2003,0,682010,76.2875,3000,10998
644000115,20140923T000000,"4,840,000.00",4,3.25,3980,10249,2,0,0,3,10,3980,0,2011,0,683515,76.1773,2450,10912
644200040,20140515T000000,"4,840,000.00",5,4.25,3920,16258,2,0,0,3,9,2900,1020,1990,0,682306,76.3338,2540,12131
644200065,20150306T000000,"4,840,000.00",4,2.5,2620,11200,1,0,0,4,8,1770,850,1962,0,682036,76.2939,2360,11200
646910560,20150306T000000,"4,840,000.00",3,2.5,1770,2677,2,0,0,3,7,1770,0,2005,0,683573,76.3673,1550,1798
646910620,20140922T000000,"4,840,000.00",3,1.75,1550,1905,2,0,0,3,7,1550,0,2005,0,683561,76.3944,1550,1866
669000210,20140716T000000,"4,840,000.00",3,2.5,2670,5000,2,0,3,5,9,2000,670,1942,1995,682027,76.2599,2320,5000
669000350,20140926T000000,"4,840,000.00",3,3,4610,8400,2,0,2,3,8,2790,1820,1947,1999,682301,76.3536,2160,5000
685000115,20141007T000000,"4,840,500.00",8,6,4340,9415,2,0,0,3,8,4340,0,1967,0,683101,76.3523,2050,9100
686550040,20140619T000000,"4,841,000.00",4,3.5,3820,13224,2,0,0,3,10,3280,540,1990,0,682301,76.3472,3340,9700
686800080,20140612T000000,"4,843,000.00",4,2.5,2370,10858,2,0,0,3,9,2370,0,2003,0,682036,76.2960 ,2510,21673
686900030,20150323T000000,"4,850,000.00",3,2.25,3740,22464,2,0,0,5,8,2330,1410,1966,0,682306,76.3347,2680,19564
705710640,20150302T000000,"4,850,000.00",3,2.5,1700,7000,2,0,0,3,7,1700,0,1996,0,682024,76.37427615,1950,7000
708000030,20140902T000000,"4,850,000.00",3,1.5,1250,8710,1,0,0,4,7,1250,0,1953,0,683516,76.2096,1750,9185
711000110,20140915T000000,"4,850,000.00",3,2.5,3060,9576,2,0,0,3,10,3060,0,2005,0,682005,76.2618,3060,9579
713500020,20150421T000000,"4,850,000.00",4,4.5,4490,24767,2,0,2,3,11,3800,690,1998,0,682502,76.2085,3370,32700
713500030,20140728T000000,"4,851,000.00",5,3.5,4800,14984,2,0,2,3,11,3480,1320,1998,0,682016,76.2934,4050,19009
714000210,20140903T000000,"4,860,000.00",4,2.5,3030,6820,2,0,0,3,9,2530,500,1947,2000,682026,76.2861,2070,6820
715010110,20140804T000000,"4,860,000.00",5,3.25,5790,13726,2,0,3,3,10,4430,1360,2014,0,682301,76.3472,5790,13726
715010130,20150202T000000,"4,860,000.00",6,4.25,5860,13928,2,0,3,3,10,4150,1710,2013,0,683515,76.1753,5790,13928
715010140,20141002T000000,"4,860,000.00",5,3.25,5790,12739,2,0,3,3,10,4430,1360,2014,0,683515,76.1800 ,5790,13928
715010530,20150113T000000,"4,860,000.00",5,3.5,4410,13000,2,0,3,3,10,2920,1490,2014,0,682002,76.257578,5790,12969
722069232,20140905T000000,"4,860,000.00",4,3.25,3770,982998,2,0,0,3,10,3770,0,1992,0,682026,76.2892,2290,37141
723000114,20140505T000000,"4,860,000.00",5,3.5,4010,8510,2,0,1,5,9,2850,1160,1971,0,682037,76.3382,2610,6128
723000150,20150408T000000,"4,860,000.00",3,2.5,2570,5000,1,0,0,4,8,1480,1090,1940,0,682304,76.3219,2420,5484
723000226,20141028T000000,"4,868,000.00",3,2.75,2780,4815,3,0,2,3,10,2780,0,1974,0,682301,76.3588,2820,5000
723049156,20140523T000000,"4,870,000.00",3,1,1700,8645,1,0,0,3,6,1700,0,1955,0,683572,76.3926,1500,7980
723099028,20140626T000000,"4,870,000.00",3,2,1550,34175,1.5,0,0,3,7,1550,0,1999,0,683101,76.3644,2300,35174
724069023,20150414T000000,"4,870,000.00",1,1.25,1810,5070,1.5,1,4,4,8,1230,580,1967,0,682301,76.3594,2280,5070
724069059,20140509T000000,"5,200,000.00",3,2.25,3000,11665,1.5,1,4,3,11,3000,0,2001,0,682018,76.2822,3000,15959
724069065,20140703T000000,"5,200,000.00",3,2.5,2780,33503,1.5,0,1,4,8,2110,670,1969,0,682003,76.2764,3150,15542
731500200,20150113T000000,"5,200,000.00",4,2.5,2156,3562,2,0,0,3,9,2156,0,2012,0,682011,76.29248673,1708,3539
736100065,20150310T000000,"5,200,000.00",4,2.25,3300,15375,1.5,0,3,3,8,2820,480,1933,1984,682005,76.2614,3250,15375
742000060,20141230T000000,"5,200,000.00",3,2,2480,13310,1,0,0,2,7,2480,0,1955,0,682023,76.26908,2400,11340
745000005,20140825T000000,"5,200,000.00",1,0.75,480,9750,1,0,0,2,4,480,0,1948,0,686681,76.5386,1550,9924
777100005,20141122T000000,"5,200,000.00",3,2.25,2750,6203,1,1,4,5,7,1620,1130,1959,0,682022,76.3282,2570,7009
792500190,20140627T000000,"5,200,000.00",3,2,1400,45738,2,0,0,4,8,1400,0,1981,0,683513,76.2307,2390,56628
809000945,20150106T000000,"5,200,000.00",6,1,1730,2760,1.5,0,0,3,7,1250,480,1918,0,683514,76.1876,1630,3200
809001060,20140513T000000,"5,200,000.00",4,1.5,2740,4000,2,0,0,5,9,1930,810,1905,0,682509,76.2157,1680,4000
809001520,20141105T000000,"5,200,000.00",4,3.25,3480,6000,3,0,0,3,8,3480,0,2014,0,682002,76.252372,2200,4080
